Sentiment,tweet_tokens_stemmed
positive,"['kemenangan', 'anis', 'sandi', 'hand', 'kemenangan', 'ahy', 'silvy', 'kaum', 'pribumi', 'hugging', 'face', 'hugging', 'face']"
positive,"['ahy', 'silvy', 'kemaslahatan', 'bangsa']"
positive,[]
positive,"['heboh', 'pentolan', 'band', 'coldplay', 'inggris', 'chris', 'martin', 'dukungan', 'pasangan', 'agussylvi', 'pilkada', 'jakarta']"
positive,"['diskusipolitikbola', 'turunkan', 'terbaik', 'nkri', 'kedepan']"
positive,"['politik', 'kehidupan', 'smiling', 'face', 'with', 'smiling', 'eyes']"
positive,"['apresiasi', 'relakan', 'relawannya', 'dukung', 'clapping', 'hands', 'clapping', 'hands']"
positive,"['kemenangan', 'tertunda', 'belajar', 'kekalahanpernyataan', 'bijaksana']"
positive,"['politik', 'santun', 'bermartabat', 'folded', 'hands']"
positive,"['heboh', 'ahy', 'muncul', 'penampilan']"
positive,"['gunawan', 'freely', 'anggota', 'dprd', 'talaud', 'pasang', 'spanduk', 'ahy', 'perbtasan', 'indonesiafilipina', 'lanjutkan']"
positive,[]
positive,"['polling', 'mbak', 'terbuka', 'pemilih', 'pribadi', 'bergabung', 'mbak', 'pengambil', 'keputusan', 'timses', 'smiling', 'face', 'with', 'smiling', 'eyes']"
positive,"['sambutan', 'hangat', 'pendukung', 'bergabung', 'smiling', 'face', 'with', 'smiling', 'eyes', 'folded', 'hands']"
positive,"['sby', 'puji', 'dibela', 'malu', 'bersalah', 'mengharapkan', 'dukungan', 'politik', 'massa', 'demokrat']"
positive,"['nikmat', 'bersyukur', 'ujian', 'bersabar', 'selamat', 'malam', 'face', 'blowing', 'kiss', 'face', 'blowing', 'kiss']"
positive,"['bangga', 'perjuangannya', 'face', 'blowing', 'kiss', 'face', 'blowing', 'kiss']"
positive,"['jiwa', 'besarnya', 'teladan', 'oncoming', 'fist', 'oncoming', 'fist', 'face', 'blowing', 'kiss']"
positive,"['nyesal', 'dukung', 'beliau', 'face', 'blowing', 'kiss', 'face', 'blowing', 'kiss', 'bngga', 'kehadirannya', 'republik']"
positive,"['pemimpin', 'muda', 'raising', 'hands', 'raising', 'hands', 'raising', 'hands']"
positive,"['pemenang', 'ahy', 'dihati', 'smiling', 'face', 'with', 'open', 'mouth', 'closed', 'eyes', 'smiling', 'face', 'with', 'open', 'mouth', 'smiling', 'eyes', 'smiling', 'face', 'with', 'smiling', 'eyes', 'face', 'savouring', 'delicious', 'food', 'kissing', 'face', 'with', 'closed', 'eyes', 'face', 'blowing', 'kiss', 'smiling', 'face', 'with', 'hearteyes']"
positive,"['rencana', 'keputusan', 'allah', 'keputusan', 'manusia', 'smiling', 'face', 'with', 'smiling', 'eyes', 'smiling', 'face', 'with', 'smiling', 'eyes']"
positive,"['semangat', 'pendukung', 'tidur', 'maju', 'insyaallah', 'menang']"
positive,"['keikhlasan', 'berkorban', 'sia', 'non']"
positive,"['tetep', 'semangat', 'mendharma', 'baktikan', 'jiwa', 'raga', 'negeri', 'smiling', 'face', 'with', 'smiling', 'eyes', 'smiling', 'face', 'with', 'smiling', 'eyes']"
positive,"['ahy', 'mundur', 'selangkah', 'melompat']"
positive,"['berharap', 'semoga', 'bersinar', 'aamiin', 'smiling', 'face', 'with', 'smiling', 'eyes', 'smiling', 'face', 'with', 'smiling', 'eyes']"
positive,[]
positive,"['membaca', 'strategi', 'politik', 'sby', 'pencalonan', 'agus', 'yudhoyono']"
positive,"['nunggu', 'skenario']"
positive,"['skenario', 'ahy', 'menang', 'pilgub', 'ahy', 'pikirkan', 'matang', 'skenario', 'kalah', 'kalah', 'menang', 'sejatinya', 'smiling', 'face', 'with', 'smiling', 'eyes', 'smiling', 'face', 'with', 'smiling', 'eyes']"
positive,"['jiwa', 'hasil', 'pilkada', 'sulit', 'sungguh', 'sulit', 'deklarasi']"
negative,"['catat', 'warga', 'dki', 'kehilangan', 'ahok']"
negative,"['warga', 'dki', 'cerdas', 'mudah', 'diprovokasi', 'isue', 'sara']"
negative,"['kalah', 'besok', 'kalah', 'dipengadilan']"
negative,"['sedih', 'kehilangan', 'sosok', 'gubenur', 'jujur', 'pekerja', 'keras', 'melayani', 'warganya', 'btp']"
negative,"['ahok', 'kalah', 'telak', 'diseluruh', 'tps', 'wilayah', 'fpi']"
negative,"['ahok', 'menang', 'tipis', 'tps', 'habib', 'rizieq', 'mencoblos']"
negative,"['cuitan', 'curang', 'black', 'campaign', 'nongol', 'legowo', 'demokrasi', 'namanya', 'hahaa']"
negative,"['hasil', 'tps', 'rw', 'kelurahan', 'pela', 'mampang', 'sedih', 'lihatnya']"
negative,"['tenang', 'curang', 'pemilihan', 'hati', 'awasin', 'kemarin', 'ketahuan', 'sembako']"
negative,"['petunjuk', 'orangorang', 'zalim', 'haram', 'pemimpin', 'kafir']"
negative,"['harap', 'jakarta', 'bebas', 'korupsi', 'suaramu', 'dibeli']"
negative,"['syukur', 'lembar', 'tangan', 'sabar', 'colok', 'matanya', 'ahok']"
negative,"['penista', 'agama']"
negative,"['rejeki', 'kasihan', 'dukung']"
negative,"['ahokers', 'tukang', 'plintirlihat', 'nehh', 'btp']"
negative,"['warga', 'merayakannya', 'terima', 'sembakonya', 'pilih', 'pemberinya']"
negative,"['rumit', 'membedakan', 'hitam', 'putih', 'doyan', 'gaduh']"
negative,"['gubernur', 'bosan']"
negative,"['warga', 'dki', 'pesan', 'rasulullah', 'saw', 'menyerahkan', 'ahlinya']"
negative,"['ahok', 'lawannya', 'djarot', 'pilih', 'djarot', 'ahok', 'belajar', 'humas', 'diplomasi']"
negative,"['hoaks', 'muktamar', 'nu', 'wajibkan', 'nahdliyin', 'pilih', 'pemimpin', 'muslim']"
negative,['biarkan']
negative,"['beberkan', 'kronologi', 'pengusiran', 'sholat', 'jumat']"
negative,"['iblis', 'menghalanghalangi', 'manusia', 'beribadah', 'masjid', 'semangat', 'djarot']"
negative,"['dilarang', 'pilih', 'cagub', 'nonmuslim', 'habib', 'pilih', 'djarot']"
negative,"['aneh', 'aneh', 'umat', 'usir']"
negative,"['sembako', 'gratis', 'tim', 'btp', 'melanggar', 'pasal', 'ayat', 'uu', 'thn']"
negative,"['mui', 'sesalkan', 'pemberian', 'gelar', 'sunan', 'ahok']"
negative,"['kalah', 'menang']"
negative,"['pengamat', 'polisi', 'terkesan', 'berpihak', 'ahok']"
negative,"['kubu', 'badja', 'sindir', 'anies', 'spanduk', 'jakarta', 'bersyariah', 'djarot']"
negative,"['virallbocah', 'injak', 'baju', 'kotak', 'kecewa']"
negative,"['turun', 'pangkat', 'jakarta', 'butuh', 'penista', 'agama']"
negative,"['mulut', 'jorok', 'pertanda', 'suara', 'anies', 'kuat']"
negative,"['pkb', 'dukung', 'putaran', 'siapsiap', 'ditinggalkan', 'pemilih', 'umat', 'islam', 'pemilu']"
negative,"['ahokdjarot', 'apbd', 'alat', 'kampanye', 'putaran']"
negative,"['sedihnya', 'indonesia', 'sebatas', 'jakarta', 'bhinneka', 'sebatas', 'ahok']"
negative,"['djarot', 'menangis', 'pimpin', 'cek']"
negative,"['kehilangan', 'ahok']"
negative,"['ohh', 'tertib', 'gub', 'tertib']"
negative,"['kafirrrrrr', 'menista', 'iqra', 'iqra', 'iqra']"
negative,"['raut', 'wajah', 'bpk', 'djarot', 'miris', 'sabar', 'kuatkan', 'btp']"
negative,"['remuk', 'negara', 'pembohongan', 'pakai', 'otak']"
negative,"['diriikut', 'pakai', 'sarana', 'hina', 'gubernurnya']"
negative,"['remuk', 'hatiku', 'beliau']"
negative,"['politik', 'indonesia', 'jaman', 'menyedihkan']"
negative,"['mental', 'tempe', 'benci', 'hukum', 'indonesa', 'mental', 'badja', 'berjuang']"
negative,"['kematian', 'hukum', 'kebenaran', 'indonesia']"
negative,"['tangis', 'sedih', 'djarot', 'dipimpin', 'balai', 'kota', 'cek']"
negative,"['mulia', 'buruh', 'sidoarjo', 'buruh', 'demo', 'bakar', 'karangan', 'bunga', 'pemberian', 'masyarakat']"
negative,"['habiburokhman', 'sindir', 'via']"
negative,"['buahahahhaha', 'emang', 'merayakan', 'pendukungmu', 'merayakan', 'bayar']"
negative,"['saksi', 'ahokdjarot', 'tolak', 'tandatangani', 'rekapitulasi', 'suara', 'pilkada']"
negative,"['abused', 'kaum', 'islamist', 'radicals']"
negative,"['deddy', 'corbuzier', 'sindir', 'karangan', 'bunga', 'ahok']"
negative,"['bawa', 'ciduk', 'pro']"
negative,"['takjub', 'besarnya', 'cinta', 'warga', 'dki', 'geli', 'kalimatkalimat']"
negative,"['namanya', 'manusia', 'suka', 'khilaf', 'disayang', 'ayang', 'diajak', 'komitment', 'ujungujungnya', 'nyesel']"
negative,"['salah', 'faktor', 'kekalahan', 'kompak', 'memukul', 'isu', 'agama']"
negative,"['menang', 'nuntut', 'belom', 'belom', 'maunya']"
negative,"['gubernur', 'tinggal', 'terima', 'rapi']"
negative,"['bukti', 'begtiu', 'dicintai', 'warganyanamun', 'kalah', 'terhornat', 'karna', 'kelicikan', 'menjijikan', 'lawanya']"
negative,"['stress', 'dipikiran', 'duit', 'itung', 'bunga', 'rp', 'dananya', 'cinta', 'melebihi', 'materi']"
negative,"['sarankan', 'dpr', 'pansus', 'karangan', 'bunga', 'undang', 'lsm', 'bentuk', 'tim', 'pencari', 'fakta', 'karangan', 'bunga', 'gila']"
negative,"['karangan', 'bunga', 'sindir', 'ahok', 'djarot', 'dirusak']"
negative,"['sebentar', 'komen', 'settingan', 'pencitraan', 'disuruh', 'ahok', 'hahaha']"
negative,"['gembira', 'bunga', 'kaga', 'bahas', 'benci', 'tetep', 'fokus', 'perhatian']"
negative,"['pendukung', 'menang', 'stres', 'kembang', 'ahokdjarot', 'hati', 'rakyat', 'dibohongi', 'menanglah', 'menang']"
negative,"['dipaksa', 'putuslantas', 'dikawin', 'paksa', 'bandot', 'bini', 'susah', 'move', 'onnyah']"
negative,"['karangan', 'bunga', 'ahokdjarot', 'nyasar', 'rumah', 'anis', 'ngomong']"
negative,"['muri', 'diusulkan']"
negative,"['galon', 'saingan', 'ye', 'bunganya']"
negative,"['catatan', 'sejarah', 'dunia', 'kalah', 'kebanjiran', 'bunga']"
negative,"['hati', 'hati', 'komentar', 'ujungnya', 'dituduh', 'nyinyir']"
negative,"['tukang', 'karangan', 'bunga', 'pilih', 'ahok', 'terima', 'orderan', 'buatin', 'bunga', 'kapir']"
negative,"['jakarta', 'ahok', 'btp', 'bis', 'telolet']"
negative,"['dilantik', 'oktober', 'gini']"
negative,"['menang', 'pilkada', 'kebanjiran', 'ucapan', 'selamat', 'karangan', 'bunga', 'fenomena', 'alam']"
negative,"['kiriman', 'bunga', 'nyinyir', 'juta', 'pingsan']"
negative,"['biarlah', 'menghibur', 'diriwkkwwkkwk']"
negative,"['sakit', 'jiwa', 'warga', 'cinta', 'kamis']"
negative,"['kalahpun', 'sasaran', 'kreator', 'hoax']"
negative,"['kirim', 'karangan', 'bunga', 'mending', 'acara', 'sembako']"
negative,"['ahok', 'penista', 'agama', 'dinistakan', 'mengaku', 'beragama']"
negative,"['balaikota', 'museum', 'paris', 'moto', 'lukisan', 'monalisa']"
negative,"['menit', 'sedih', 'banget', 'bapaknya', 'nangis']"
negative,"['kayaknya', 'sebentar', 'bunga', 'tandingan']"
negative,"['saran', 'biarkan', 'ngiri', 'nganan', 'takut', 'macet', 'ikutan', 'ngiri']"
negative,"['stress', 'guberner', 'didukung', 'diharapkan', 'warga', 'jakarta']"
negative,"['murah', 'ahok', 'gubenur', 'kesayangan', 'warga', 'jakarta', 'emang', 'buang', 'duit']"
negative,"['ampun', 'sesek', 'dada', 'ngelawan', 'bangsa', 'issue', 'sara', 'terganti']"
negative,"['karangan', 'bunga', 'dikarangkarang', 'sungguh', 'kegilaan', 'pasca', 'kegilaan', 'tuntutan', 'jpu']"
negative,"['kafir', 'berlaku']"
negative,"['pembenci', 'basuki', 'benci', 'goblok']"
negative,"['pengamat', 'jungkalkan', 'ahokdjarot', 'strategi', 'isis']"
negative,"['simpatik', 'segini', 'simpatik', 'yak']"
negative,"['lambang', 'matinya', 'akal', 'waras', 'indonesia', 'fitnah', 'mengendalikan']"
negative,"['membuktikan', 'mantan', 'digantikan']"
negative,"['kajian', 'gue', 'liat', 'pake', 'perspektif', 'netral', 'coba', 'ngomong', 'dipikir']"
negative,"['sederhana', 'susah', 'move', 'sok', 'skeptis', 'tim', 'kontra', 'ahok']"
negative,"['debat', 'beretorika', 'program', 'berwacana', 'adil', 'korupsi']"
negative,"['ancam', 'polisikan', 'sutradara', 'video', 'rasis', 'kampanye', 'ahokdjarot', 'bayaran', 'sesuai', 'kontrak']"
negative,"['penutup', 'paslon', 'permintaan', 'maaf', 'melakukannya', 'maafnya']"
negative,"['protes', 'iklan', 'macetmacet', 'streaming']"
negative,"['menata', 'jakarta', 'menata', 'katakata']"
negative,"['pilkada', 'dki', 'rasis', 'agamis', 'buktinya', 'ras', 'china', 'pilih', 'ahok', 'pemeluk', 'kristen', 'pilih', 'ahok']"
negative,"['lholho', 'pendukung', 'ahok', 'teruntuk', 'kaum', 'dhuafa', 'situ', 'uangnya', 'bomb']"
negative,"['terpecah', 'belah', 'asing', 'terpecah', 'broken', 'heart']"
negative,"['hahaha', 'adil', 'bangsa', 'milih', 'cina', 'speaknoevil']"
negative,"['petunjuk', 'orangorang', 'zalim', 'haram', 'pemimpin', 'kafir', 'fire', 'fire']"
negative,"['allah', 'mengazab', 'muslim', 'memilih', 'pemimpin', 'kafir', 'high', 'voltage', 'high', 'voltage']"
negative,"['move', 'lihatin', 'ahok', 'djarot', 'kalah', 'slightly', 'frowning', 'face']"
negative,"['baper', 'ahokdjarot', 'disappointed', 'face']"
negative,"['memenangkan', 'aniessandi', 'mengalahkan', 'ahokdjarot', 'tarik', 'kesimpulannya', 'yep']"
negative,"['sembako', 'murah', 'ala', 'timses', 'ahokdjarot', 'langgar', 'uu', 'pemilu', 'suap', 'suara', 'model', 'menghina', 'kecerdasan', 'warga']"
negative,"['ahokdjarot', 'kalah', 'gerakan', 'tindakan', 'paslon', 'gencar', 'mengerikan', 'face', 'screaming', 'fear', 'face', 'screaming', 'fear']"
negative,"['ngomong', 'pilih', 'ahok', 'djarot', 'merasakan', 'banjir', 'pouting', 'face']"
negative,"['cagub', 'cagub', 'intinya', 'buta', 'peta', 'politik', 'zippermouth', 'face']"
negative,"['tolong', 'gubernur', 'knp', 'kjp', 'anak', 'turun', 'menjelang', 'pilkada', 'dki', 'confused', 'face']"
negative,"['kafir', 'haram', 'pemimpin', 'kafir', 'fire', 'fire', 'fire', 'fire']"
negative,"['beberkan', 'kronologi', 'pengusiran', 'sholat', 'jumat']"
negative,"['awas', 'serbuan', 'warga', 'wahabi', 'bogor', 'depok']"
negative,"['dipecat', 'menteri', 'gubernur']"
negative,"['kuota', 'habis', 'mengikuti', 'berita', 'mui']"
negative,"['dki', 'ikutan', 'kemenangan', 'seenoevil', 'monkey']"
negative,"['bete', 'taufik', 'pilih', 'nggak', 'soooo', 'pastiiii', 'face', 'with', 'steam', 'nose', 'face', 'with', 'steam', 'nose', 'face', 'with', 'tears', 'joy', 'smiling', 'face', 'with', 'open', 'mouth', 'smiling', 'eyes', 'face', 'with', 'tears', 'joy', 'grining', 'face', 'with', 'smile', 'victory', 'hand']"
negative,"['anti', 'korupkinerja', 'kebersihan', 'tata', 'ruang', 'kota', 'jakartamakin', 'weary', 'face', 'weary', 'face']"
negative,"['diberbagai', 'survei', 'debat', 'dimenangkan', 'paslon']"
negative,"['memilih', 'paslon', 'gagal', 'menjalankan', 'tugas', 'melecehkan', 'akal', 'sehat']"
negative,"['mendadak', 'santun', 'toleran', 'gini', 'zippermouth', 'face', 'zippermouth', 'face', 'zippermouth', 'face', 'gara', 'deket', 'tgl', 'april', 'face', 'with', 'tears', 'joy', 'face', 'with', 'tears', 'joy', 'face', 'with', 'tears', 'joy', 'tv']"
negative,"['kemarin', 'setuju', 'syariah', 'online']"
negative,['dx']
negative,"['perangi', 'faktanya', 'pengikutmu', 'caci', 'maki']"
negative,"['rizieq', 'pengikutnya', 'ternak', 'akun', 'disosmed', 'heran', 'akun', 'twitter', 'diserbu', 'pasukan', 'caci', 'maki', 'grining', 'face', 'with', 'smile', 'face', 'screaming', 'fear', 'face', 'screaming', 'fear']"
negative,"['wasekjen', 'mui', 'nilai', 'video', 'kampanye', 'ahokdjarot', 'suduntukan', 'umat', 'islam']"
negative,"['kasih', 'imingiming', 'kjl', 'orangtua', 'ahokdjarot', 'menipu', 'lansia']"
negative,"['mikir', 'coblos', 'sebelah', 'kiri', 'face', 'with', 'stuckout', 'tounges', 'face', 'with', 'stuckout', 'tounges', 'victory', 'hand']"
negative,"['video', 'kampanye', 'ahokdjarot', 'hancurkan', 'kebhinekaan']"
negative,"['alien', 'menyerang', 'indonesia']"
negative,"['lulung', 'nyampah', 'timses', 'anies', 'sandi', 'gara', 'gara', 'takut', 'semprot', 'ahok', 'face', 'with', 'tears', 'joy', 'face', 'with', 'stuckout', 'tounges']"
negative,"['pilpres', 'sabang', 'merauke']"
negative,"['mentang', 'mentang', 'nama', 'belakangnya', 'ambil', 'keuntungan', 'novel', 'anies']"
negative,"['mencari', 'pintar', 'buanyak', 'jakarta', 'mencari', 'jujur', 'anti', 'korupsi', 'suka', 'kerasitu', 'sulit']"
negative,"['kampanyenya', 'ngomong', 'program', 'program', 'mentri', 'dipecat', 'face', 'with', 'tears', 'joy', 'mending', 'liat', 'hasil']"
negative,"['timses', 'anies', 'ngomongnya', 'sok', 'motivator', 'ahok', 'terbaik', 'gubernur', 'liat', 'hasil', 'kerjanya']"
negative,"['pantes', 'polling', 'dihapus', 'menang', 'polling', 'dibesarkan', 'ditayangkan', 'sehari', 'dimetrotivi', 'face', 'with', 'tears', 'joy', 'face', 'with', 'tears', 'joy', 'face', 'with', 'tears', 'joy']"
negative,"['buzzer', 'galau', 'survei', 'polling', 'memenangkan', 'invoice', 'dibayar', 'face', 'with', 'stuckout', 'tounges']"
negative,"['omonganmu', 'cocok', 'fakta', 'thumbs', 'down', 'thumbs', 'down', 'tv', 'online']"
negative,"['unggul', 'memainkan', 'isu', 'strategi', 'isu', 'sara', 'matang', 'mengelola', 'strategi', 'musuh', 'face', 'with', 'stuckout', 'tounges']"
negative,"['nasi', 'bungkus', 'terdeteksi']"
positive,"['pdip', 'perkuat', 'kemenangan', 'ahokdjarot']"
positive,"['pemenang', 'sesungguhnya', 'mengalah', 'jakarta', 'pecah', 'politik', 'sara', 'brutal']"
positive,"['hujan', 'sembako', 'ahokdjarot', 'sedekah', 'aniessandi']"
positive,"['hitungan', 'pemenang', 'sesungguhnya', 'mengalah', 'kepentingan', 'nasional']"
positive,"['terima', 'kasih', 'ahok', 'btp']"
positive,"['terkejut', 'ahok', 'kalah', 'versi', 'quick', 'count', 'tetep', 'keren', 'menginspiras']"
positive,"['serahkan', 'takdir', 'kehidupan', 'tuhan', 'menjalankan', 'btp']"
positive,"['trimakasih', 'btp', 'kinerja', 'degan', 'djarot', 'memimpin', 'dki']"
positive,"['harapan', 'hidup', 'ahok', 'menyelamatkan', 'nkri', 'tikus', 'berdasi']"
positive,"['selamat', 'istirahat', 'btp', 'ronde', 'melawan', 'penjahat', 'menang']"
positive,"['kekuasaan', 'tuhan', 'kasih', 'tuhan', 'ambil', 'bangga', 'memilih', 'ahok']"
positive,"['terbukti', 'diomongin', 'kenyataan', 'menteri', 'dipecat']"
positive,"['ahok', 'kalah', 'aman', 'coba', 'ahok', 'menang', 'calo', 'akhirat', 'ribet', 'teriakteriak', 'monas']"
positive,"['bpk', 'btp', 'terima', 'kasih', 'perjuanganmu', 'mendukungmu', 'terbang']"
positive,"['artis', 'pendukung', 'ahok', 'selamati', 'rekannya', 'pendukung', 'anies']"
positive,"['menerima', 'gubernur', 'terima', 'kasih', 'gubernur', 'sudahi', 'perselisihan', 'mari', 'bersatu', 'maju']"
positive,"['kepemimpinan', 'bangga', 'pegawai', 'pemerintahterimakasih']"
positive,"['mendukungmu', 'pilkada', 'sepenuh', 'hati', 'semoga', 'menang', 'menang', 'merdeka']"
positive,"['mencintaimu', 'menanglah', 'lanjutkan']"
positive,"['btp', 'unggul', 'tps', 'duri', 'kosambi', 'cengkareng']"
positive,"['warga', 'pluit', 'pilih', 'ahok', 'kerjanya', 'etnis', 'btp']"
positive,"['selesai', 'setia']"
positive,"['nyoblos', 'ahok', 'tersenyum']"
positive,"['warga', 'bekasitangerangbogordepok', 'dihimbau', 'mencoblos', 'nojangan', 'warga', 'dki', 'coblos']"
positive,"['selamat', 'pagi', 'jari']"
positive,"['mari', 'berdoa', 'hati', 'bersih', 'coblos', 'paslon', 'berdoa']"
positive,"['warga', 'sultra', 'dukung', 'ahok', 'djarot', 'gubdki', 'jakarta']"
positive,"['dicari', 'pilih', 'gubernur', 'mimpin', 'jakarta', 'omong', 'kosong']"
positive,"['pemimpin', 'memimpin', 'seribu', 'belajar', 'kepemimpinan']"
positive,"['kh', 'said', 'aqil', 'djarot', 'sejalan', 'nu']"
positive,"['butuh', 'pemimpin', 'bermutu', 'sebatas', 'penjaja', 'kartu', 'semoga', 'sukses', 'menang']"
positive,"['provinsi', 'jambi', 'mengaminkan', 'purnama', 'btp', 'hidayat', 'terpilih']"
positive,"['iwan', 'fals', 'pilih', 'ahok', 'djarottahu', 'konsistennya', 'iwan', 'fals', 'melawan', 'korupsi']"
positive,"['tanggal', 'pilih', 'hati', 'nurani']"
positive,"['andai', 'contoh', 'indonesia']"
positive,"['bener', 'banget', 'nonton', 'concert', 'coldplay', 'ngerti']"
positive,"['pelajaran', 'kesabaran', 'invisible', 'djarot']"
positive,"['pendapat', 'ahok', 'pemimpin', 'hebat', 'tuhan', 'utus', 'indonesia']"
positive,"['gantungan', 'kunci', 'ahok', 'model']"
positive,[]
positive,"['introspeksi', 'indonesia']"
positive,"['mencari', 'pemimpin', 'dicintai', 'gampangmsp']"
positive,"['djarot', 'ucapkan', 'terima', 'kasih', 'syukuran', 'ahok', 'dipenjara']"
positive,"['mencintaimu', 'ahok', 'djarot']"
positive,"['doaku', 'menyertai', 'jakarta', 'basukibtp']"
positive,"['lilin', 'ahok']"
positive,[]
positive,"['keren', 'banget', 'selamat', 'berjuang', 'nkri', 'harga', 'mati']"
positive,"['tugu', 'proklamasi', 'dibawah', 'sinar', 'purnama']"
positive,"['ntt', 'ahok', 'basukibtp']"
positive,"['manado', 'lilin', 'yangtelahmati', 'harga', 'mati']"
positive,"['lilin', 'ahok', 'manado', 'btp']"
positive,"['btp', 'sosok', 'band', 'brothers', 'kehidupan']"
positive,"['sejuta', 'lilin', 'keadilan']"
positive,"['semoga', 'menyelesaikan', 'tugas', 'negaranya', 'sampe', 'oktober', 'pas', 'pelantikan', 'gubernur', 'apbn', 'diganggu', 'amin']"
positive,"['sujud', 'hormat', 'djarot', 'khabarnya', 'penangguhan', 'tahanan', 'ahok', 'setujuin', 'malam', 'ahok', 'pulang']"
positive,['semoga']
positive,"['dukungan', 'doa', 'pemasangan', 'sejuta', 'lilin', 'ahok', 'manado', 'indonesia']"
positive,"['manado', 'btp']"
positive,"['rakyat', 'cinta', 'nkri', 'perjuangkan', 'keadilan']"
positive,"['semangat', 'djarot', 'doa', 'menyertaimu']"
positive,"['bangsa', 'berdiri', 'membawa', 'doa', 'kemenangan', 'tuhan', 'indonesia']"
positive,"['orangorang', 'bercerita', 'batman', 'robbin', 'melindungi', 'jakarta']"
positive,"['perbedaan', 'keras', 'suka', 'cari', 'muka']"
positive,"['dukungan', 'doa', 'pemasangan', 'lilin', 'ahok', 'manado', 'indonesia']"
positive,"['jerih', 'lelahmu', 'memperjuangkan', 'bangsa', 'korupsi', 'menegakkan', 'kebenaran', 'diperhitungkan', 'tuhan', 'gbu']"
positive,"['tuhan', 'btp', 'keluargakami', 'ahok']"
positive,"['semangat', 'djarot', 'air', 'matamu', 'terkenang', 'air', 'menandakan', 'kecintaanmu', 'indonesia']"
positive,"['doa', 'jakarta']"
positive,"['paduan', 'suara', 'warga', 'balai', 'kota']"
positive,['sejarah']
positive,"['demam', 'karangan', 'bunga', 'dukung', 'ahokdjarot', 'menjalar', 'siantar']"
positive,"['pemimpin', 'indonesia', 'jujur', 'ahok', 'djarod', 'best']"
positive,"['integrasi', 'rusun', 'pasar', 'bioskop', 'rakyat', 'ditunggu', 'kelanjutannya', 'dibawah', 'gubernur']"
positive,"['malam', 'sekeluarga', 'balai', 'kota', 'anak', 'bunga', 'monas']"
positive,"['ribuan', 'bunga']"
positive,"['dihati', 'bui', 'pecatan', 'menteri', 'bloon']"
positive,"['indonesia', 'harum', 'bunga', 'ungkapan', 'seribu', 'bahasa', 'cinta']"
positive,"['yaaaa', 'abal', 'kantor', 'balai', 'kota', 'jakarta']"
positive,"['balaikota', 'dki', 'jakarta', 'kehabisan', 'katakata']"
positive,"['jakarta', 'medan']"
positive,"['karangan', 'bunga', 'ahok', 'kota', 'indah', 'btp']"
positive,"['pemenang', 'sejati', 'pemenang', 'hati', 'rakyat', 'kalah', 'datangkan', 'rejeki', 'tukang', 'bungapak']"
positive,"['btp', 'djarot', 'semangat', 'sehat', 'semoga', 'diakhir', 'jabatan', 'masyarakat', 'dki', 'sadar', 'pemimpin']"
positive,"['abang', 'keren', 'tuhan', 'berkati', 'berkati', 'abang']"
positive,"['balaikota', 'rame', 'kiriman', 'bunga', 'mengalir']"
positive,"['wisata', 'balai', 'kota', 'mumpung', 'gubernurnya', 'ahok', 'riang', 'gembira', 'gratis', 'penuhnya']"
positive,"['ide', 'gila']"
positive,"['allah', 'subhanallah']"
positive,"['unik', 'karangan', 'bunga', 'gubernur', 'dki', 'jakarta', 'badja', 'viral', 'medsos', 'salah', 'satunya']"
positive,"['tuhan', 'memberkati']"
positive,"['tuhan', 'sayang', 'jakarta', 'ahokdjarot', 'ahokdjarot', 'kalah', 'marah', 'ahokdjarot', 'menang', 'jakarta', 'terima', 'kasih']"
positive,"['lepas', 'galakgalak', 'sayang']"
positive,"['nongkrong', 'masang', 'karangan', 'bunga', 'monas', 'jogja']"
positive,"['heboh', 'papan', 'bunga', 'ahok']"
positive,"['jahat', 'ninggalin', 'terlanjur', 'sayang', 'padamu']"
positive,"['karangan', 'bunga', 'antrian', 'foto', 'il', 'phenomenon', 'kayaknya', 'seorg', 'figur', 'indonesia']"
positive,"['batam', 'semangat']"
positive,"['karangan', 'bunga', 'ucapan', 'terimakasih', 'masyarakat', 'btp', 'monas']"
positive,['hatiku']
positive,"['gusur', 'jutaan', 'rakyat']"
positive,"['anies', 'unggul', 'pemilih', 'muslim', 'ahok', 'kaum', 'pendidikan', 'totorqq']"
positive,[]
positive,"['pusing', 'btp', 'tinggal', 'tenangkonsentrasiberdoaselalu', 'bahagia', 'menang']"
positive,"['terima', 'kasih', 'doanya', 'pa', 'kyai']"
positive,"['jatuh', 'cinta', 'gubernur', 'miliki', 'heart', 'with', 'arrow']"
positive,"['jokowi', 'trophy', 'trophy', 'oke', 'basukibtp', 'dukung']"
positive,['peach']
positive,['tps']
positive,"['ayo', 'coblos', 'bijaksana', 'jakarta', 'victory', 'hand']"
positive,"['presiden', 'pilkada', 'dki', 'aman', 'tohh', 'smiling', 'face', 'with', 'sunglasses', 'smiling', 'face', 'with', 'sunglasses']"
positive,"['kekalahan', 'ahok', 'disengaja', 'sepaket', 'ahy', 'pilpres', 'face', 'with', 'stuckout', 'tounges', 'grining', 'face', 'with', 'smile', 'grining', 'face', 'with', 'smile', 'smiling', 'face', 'with', 'sunglasses', 'smiling', 'face', 'with', 'sunglasses', 'risau', 'hahahahahaha']"
