Sentiment,tweet_tokens_stemmed
positive,['job']
negative,"['nonton', 'najwa', 'radikalisme', 'tv', 'berita', 'seram']"
negative,"['najwa', 'acara', 'sampah', 'cuman', 'memperkeruh', 'suasana', 'gue', 'pelajar', 'mending', 'pilih', 'ilc', 'tv']"
negative,"['aneh', 'diacara', 'najwa', 'metrotv', 'mengajarkan', 'islam', 'umat', 'islam', 'islamisi', 'edan', 'tokoh', 'islam', 'manggut']"
negative,"['ilc', 'mendinginkan', 'najwa', 'memprovokasi', 'metro', 'tv', 'emang', 'tv', 'sampah', 'bosan', 'memojokan', 'islam', 'metro', 'tv', 'perusak', 'pancasila']"
negative,"['laporkan', 'metro', 'tv', 'kpi', 'metro', 'stres', 'najwa', 'kalah', 'ilc']"
negative,"['kecewa', 'najwa', 'malam', 'bermutu', 'narasi', 'najwa', 'bukti', 'ngerti', 'keberpihakan', 'kebodohan']"
negative,"['tv', 'acara', 'najwa', 'host', 'suka', 'menyela', 'pembicaraan', 'selesai', 'sopan']"
negative,"['emosi', 'sakit', 'hati', 'nonton', 'najwa', 'tv', 'ganti', 'chanel', 'masakan']"
negative,"['isis', 'mimin', 'bom', 'kp', 'melayu', 'maaf', 'isis', 'organisasi', 'organisasi', 'mbak', 'najwa', 'mimin']"
negative,"['fotonya', 'jk', 'integritasnya', 'merusak', 'reputasi', 'najwa']"
negative,"['gara', 'bantai', 'teman', 'anggota', 'dpr', 'najwa', 'benci', 'metro', 'tv']"
negative,"['tv', 'muak', 'kesombongan', 'fz', 'acara', 'live', 'najwa']"
negative,"['males', 'tv', 'nomor', 'dunia', 'ogah', 'tv', 'pembawa', 'acara', 'najwa', 'dicontreng', 'hitam']"
negative,"['keseringan', 'tv', 'bergaul', 'najwa', 'engga', 'diapaapain', 'ngadu']"
negative,"['najwa', 'metro', 'tv', 'anis', 'fitnah']"
negative,"['mui', 'mengeluarkan', 'fatwa', 'haram', 'korupsi', 'undang', 'petinggi', 'mui', 'najwa']"
negative,"['bravo', 'najwa', 'debat', 'pilgub', 'dki', 'garingkalah', 'matanajwa', 'menggali', 'tv']"
negative,"['kasihan', 'pas', 'debat', 'najwa', 'metrotv', 'basuki', 'nangis', 'kebayang', 'kemarin', 'debat']"
negative,"['acara', 'najwa', 'kasihan', 'anies', 'bulanan', 'medsos', 'dihujat']"
negative,"['nyetel', 'metro', 'tv', 'najwa', 'debat', 'kemaren', 'kesel', 'rumah', 'coba', 'cek', 'rumah', 'webnya']"
negative,"['sandi', 'muncul', 'cawagub', 'metro', 'tv', 'acara', 'najwa', 'sandi', 'berbohong']"
negative,"['kesaksian', 'mengejutkan', 'pendukung', 'anies', 'tertipu', 'acara', 'najwa', 'menipu', 'tv']"
negative,"['kandang', 'ahok', 'metro', 'tv', 'najwa', 'sampah', 'berserakan', 'anies', 'pilihanku']"
negative,"['boikot', 'metrotv', 'ngintip', 'najwa']"
negative,"['malas', 'anies', 'bawa', 'sial', 'ahok', 'najwa']"
negative,"['nonton', 'najwa', 'tv', 'liat', 'anies', 'ngomong', 'ngantuk']"
negative,"['najwa', 'menuduh', 'menjelekan', 'lawan', 'memfonis', 'lawan']"
negative,"['liat', 'najwa', 'tv', 'males', 'diskusi', 'btp', 'imbang', 'salah', 'satunya', 'jualan', 'mimpi']"
negative,"['kayaknya', 'najwa', 'mengadu', 'domba', 'cagub', 'putaran', 'pilkada', 'dki']"
negative,"['penjara', 'saksinya', 'palsu', 'ahok']"
negative,"['anis', 'anis', 'rekaman', 'thn', 'disimpan', 'sm', 'metrotv', 'malu', 'nelen', 'ludah', 'sendri']"
negative,"['sebagus', 'apapun', 'sistem', 'menjalankan', 'sistem']"
negative,"['ridwan', 'bae', 'tai', 'tampang', 'ngeselin', 'ayo', 'mbk', 'nana', 'bully', 'bae']"
negative,"['miris', 'liat', 'pengaturan', 'skor', 'sepakbola', 'indonesia']"
negative,"['pemuda', 'berperang', 'melawan', 'penjajah', 'pemuda', 'melawan', 'kebiasaan', 'buruk', 'kunjung', 'berubah']"
negative,"['pasrah', 'tai']"
negative,['kerjan']
negative,"['pssi', 'pelacur', 'hati', 'nurani', 'memalukan']"
negative,"['jembatan', 'comal', 'akibatya', 'padat', 'merayap']"
negative,"['penegak', 'melanggar', 'hukum', 'membayar', 'seragam', 'menegakkan', 'hukum', 'rimba']"
negative,"['wapresnya', 'diketawain', 'mulu', 'bajusama', 'staff', 'hotel', 'celana', 'robek']"
negative,"['pemimpin', 'mendongrak', 'mengokohkan', 'materi']"
negative,"['menonton', 'kedalamnya', 'perubahan', 'ahok', 'matanajwametrotv']"
negative,"['lembaga', 'negara', 'indonesia', 'bobrok']"
negative,"['tolol', 'dibilang', 'duga', 'udh', 'mencak', 'tersangka']"
negative,"['banget', 'kesel', 'debat', 'pake', 'emosi', 'gini']"
negative,"['miskin', 'miskin', 'sekolah', 'pungutan', 'liar']"
negative,"['emosi', 'cepat', 'tua', 'nonton', 'emosi', 'bicara']"
negative,"['penampilan', 'kyk', 'preman', 'taunya', 'bkin', 'kisruh', 'perusak']"
negative,"['berbelitbelit', 'muter', 'buang', 'mutu']"
