,Sentiment,Text Tweet,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,tweet_tokens_stemmed
69,negative,kalo sekarang yang nyanyi anaktapi lagu na terlalu menyakitkan memalukan untuk disebutkan,"['kalo', 'sekarang', 'yang', 'nyanyi', 'anaktapi', 'lagu', 'na', 'terlalu', 'menyakitkan', 'memalukan', 'untuk', 'disebutkan']",<FreqDist with 12 samples and 12 outcomes>,"['nyanyi', 'anaktapi', 'lagu', 'menyakitkan', 'memalukan']","['nyanyi', 'anaktapi', 'lagu', 'menyakitkan', 'memalukan']"
70,negative,bukan maksud ngatain tp cuma bertanya knp hanya orang kecil atau bawah yg ditindes,"['bukan', 'maksud', 'ngatain', 'tp', 'cuma', 'bertanya', 'knp', 'hanya', 'orang', 'kecil', 'atau', 'bawah', 'yg', 'ditindes']",<FreqDist with 14 samples and 14 outcomes>,"['ngatain', 'knp', 'ditindes']","['ngatain', 'knp', 'ditindes']"
71,negative,bos kau kalo cowo kerja salah di bentak abis kalo cewe malah diajakin becanda trus ketawa,"['bos', 'kau', 'kalo', 'cowo', 'kerja', 'salah', 'di', 'bentak', 'abis', 'kalo', 'cewe', 'malah', 'diajakin', 'becanda', 'trus', 'ketawa']",<FreqDist with 15 samples and 16 outcomes>,"['bos', 'kau', 'cowo', 'salah', 'bentak', 'abis', 'cewe', 'diajakin', 'becanda', 'ketawa']","['bos', 'kau', 'cowo', 'salah', 'bentak', 'abis', 'cewe', 'diajakin', 'becanda', 'ketawa']"
72,negative,suara sang veteran kalau perlu koruptor di hukum mati,"['suara', 'sang', 'veteran', 'kalau', 'perlu', 'koruptor', 'di', 'hukum', 'mati']",<FreqDist with 9 samples and 9 outcomes>,"['suara', 'veteran', 'koruptor', 'hukum', 'mati']","['suara', 'veteran', 'koruptor', 'hukum', 'mati']"
73,negative,kok berita nya ga nyebar sih,"['kok', 'berita', 'nya', 'ga', 'nyebar', 'sih']",<FreqDist with 6 samples and 6 outcomes>,"['berita', 'nyebar']","['berita', 'nyebar']"
74,negative,buta tuh orang dalem ruangan pake kacamata hitam,"['buta', 'tuh', 'orang', 'dalem', 'ruangan', 'pake', 'kacamata', 'hitam']",<FreqDist with 8 samples and 8 outcomes>,"['buta', 'dalem', 'ruangan', 'pake', 'kacamata', 'hitam']","['buta', 'dalem', 'ruangan', 'pake', 'kacamata', 'hitam']"
75,negative,ya dunia jadi terharu kepergian mbak jupe trans,"['ya', 'dunia', 'jadi', 'terharu', 'kepergian', 'mbak', 'jupe', 'trans']",<FreqDist with 8 samples and 8 outcomes>,"['dunia', 'terharu', 'kepergian', 'mbak', 'jupe', 'trans']","['dunia', 'terharu', 'kepergian', 'mbak', 'jupe', 'trans']"
76,negative,jadi gitu nasib atlet kita ya ri,"['jadi', 'gitu', 'nasib', 'atlet', 'kita', 'ya', 'ri']",<FreqDist with 7 samples and 7 outcomes>,"['nasib', 'atlet', 'ri']","['nasib', 'atlet', 'ri']"
77,negative,knp ya seorang sahabat bs lupa dg sahabatnya bila sudah bertemu teman lama barunya,"['knp', 'ya', 'seorang', 'sahabat', 'bs', 'lupa', 'dg', 'sahabatnya', 'bila', 'sudah', 'bertemu', 'teman', 'lama', 'barunya']",<FreqDist with 14 samples and 14 outcomes>,"['knp', 'sahabat', 'lupa', 'sahabatnya', 'bertemu', 'teman', 'barunya']","['knp', 'sahabat', 'lupa', 'sahabatnya', 'bertemu', 'teman', 'barunya']"
78,negative,baby tatan nangis ngeliat daddy,"['baby', 'tatan', 'nangis', 'ngeliat', 'daddy']",<FreqDist with 5 samples and 5 outcomes>,"['baby', 'tatan', 'nangis', 'ngeliat', 'daddy']","['baby', 'tatan', 'nangis', 'ngeliat', 'daddy']"
79,negative,angkat topi dan tundukkan kepala buat mbah simpen,"['angkat', 'topi', 'dan', 'tundukkan', 'kepala', 'buat', 'mbah', 'simpen']",<FreqDist with 8 samples and 8 outcomes>,"['angkat', 'topi', 'tundukkan', 'kepala', 'mbah', 'simpen']","['angkat', 'topi', 'tundukkan', 'kepala', 'mbah', 'simpen']"
80,negative,toleransi umat beragama macam apa yg diterapkan di serang banten toleransi hanya mitos,"['toleransi', 'umat', 'beragama', 'macam', 'apa', 'yg', 'diterapkan', 'di', 'serang', 'banten', 'toleransi', 'hanya', 'mitos']",<FreqDist with 12 samples and 13 outcomes>,"['toleransi', 'umat', 'beragama', 'diterapkan', 'serang', 'banten', 'toleransi', 'mitos']","['toleransi', 'umat', 'beragama', 'diterapkan', 'serang', 'banten', 'toleransi', 'mitos']"
81,negative,suara sang veteran kalau perlu koruptor di hukum mati,"['suara', 'sang', 'veteran', 'kalau', 'perlu', 'koruptor', 'di', 'hukum', 'mati']",<FreqDist with 9 samples and 9 outcomes>,"['suara', 'veteran', 'koruptor', 'hukum', 'mati']","['suara', 'veteran', 'koruptor', 'hukum', 'mati']"
82,negative,turut berduka buat anak nya buk pak,"['turut', 'berduka', 'buat', 'anak', 'nya', 'buk', 'pak']",<FreqDist with 7 samples and 7 outcomes>,"['berduka', 'anak', 'buk']","['berduka', 'anak', 'buk']"
83,negative,ingin kan hal yg baik tetapi belum tentu semua itu sesuatu yg diharapkan,"['ingin', 'kan', 'hal', 'yg', 'baik', 'tetapi', 'belum', 'tentu', 'semua', 'itu', 'sesuatu', 'yg', 'diharapkan']",<FreqDist with 12 samples and 13 outcomes>,['diharapkan'],['diharapkan']
84,negative,ga tau kenapa semua menjadi buruk ketika kau pergi,"['ga', 'tau', 'kenapa', 'semua', 'menjadi', 'buruk', 'ketika', 'kau', 'pergi']",<FreqDist with 9 samples and 9 outcomes>,"['buruk', 'kau', 'pergi']","['buruk', 'kau', 'pergi']"
85,negative,udah sodok ajah bu haha,"['udah', 'sodok', 'ajah', 'bu', 'haha']",<FreqDist with 5 samples and 5 outcomes>,"['sodok', 'ajah', 'bu']","['sodok', 'ajah', 'bu']"
86,negative,butuh ketegasan dari pihak masyarakat dan pemerintah kita butuh tindakan bukan hanya ngoceh di medsos,"['butuh', 'ketegasan', 'dari', 'pihak', 'masyarakat', 'dan', 'pemerintah', 'kita', 'butuh', 'tindakan', 'bukan', 'hanya', 'ngoceh', 'di', 'medsos']",<FreqDist with 14 samples and 15 outcomes>,"['butuh', 'ketegasan', 'masyarakat', 'pemerintah', 'butuh', 'tindakan', 'ngoceh', 'medsos']","['butuh', 'ketegasan', 'masyarakat', 'pemerintah', 'butuh', 'tindakan', 'ngoceh', 'medsos']"
87,negative,hidup itu harus dijalanin bukan dipikirin,"['hidup', 'itu', 'harus', 'dijalanin', 'bukan', 'dipikirin']",<FreqDist with 6 samples and 6 outcomes>,"['hidup', 'dijalanin', 'dipikirin']","['hidup', 'dijalanin', 'dipikirin']"
88,negative,pemimpin itu adalah pribadi yang dikorbankan,"['pemimpin', 'itu', 'adalah', 'pribadi', 'yang', 'dikorbankan']",<FreqDist with 6 samples and 6 outcomes>,"['pemimpin', 'pribadi', 'dikorbankan']","['pemimpin', 'pribadi', 'dikorbankan']"
89,negative,hidup ini dijalanin bukan dipikirin mongol stres,"['hidup', 'ini', 'dijalanin', 'bukan', 'dipikirin', 'mongol', 'stres']",<FreqDist with 7 samples and 7 outcomes>,"['hidup', 'dijalanin', 'dipikirin', 'mongol', 'stres']","['hidup', 'dijalanin', 'dipikirin', 'mongol', 'stres']"
90,negative,demo gak akan nyelesaikan masalah harusnya bermusyawara ajha,"['demo', 'gak', 'akan', 'nyelesaikan', 'masalah', 'harusnya', 'bermusyawara', 'ajha']",<FreqDist with 8 samples and 8 outcomes>,"['demo', 'nyelesaikan', 'bermusyawara', 'ajha']","['demo', 'nyelesaikan', 'bermusyawara', 'ajha']"
91,negative,bayangkan kalau seluruh konvensional akan buat online dimana pengusahanya tdk perlu bayar apa yg perorangan pasti kalah,"['bayangkan', 'kalau', 'seluruh', 'konvensional', 'akan', 'buat', 'online', 'dimana', 'pengusahanya', 'tdk', 'perlu', 'bayar', 'apa', 'yg', 'perorangan', 'pasti', 'kalah']",<FreqDist with 17 samples and 17 outcomes>,"['bayangkan', 'konvensional', 'online', 'dimana', 'pengusahanya', 'bayar', 'perorangan', 'kalah']","['bayangkan', 'konvensional', 'online', 'dimana', 'pengusahanya', 'bayar', 'perorangan', 'kalah']"
92,negative,lebih enak taksi konvensional kalo kita kepepet ada taksi yg lewat langsung kalau nunggu yg online lama,"['lebih', 'enak', 'taksi', 'konvensional', 'kalo', 'kita', 'kepepet', 'ada', 'taksi', 'yg', 'lewat', 'langsung', 'kalau', 'nunggu', 'yg', 'online', 'lama']",<FreqDist with 15 samples and 17 outcomes>,"['taksi', 'konvensional', 'kepepet', 'taksi', 'nunggu', 'online']","['taksi', 'konvensional', 'kepepet', 'taksi', 'nunggu', 'online']"
93,negative,apakah ada hal kaya gini di negara lain intinya saya gk setuju usaha kaya gini,"['apakah', 'ada', 'hal', 'kaya', 'gini', 'di', 'negara', 'lain', 'intinya', 'saya', 'gk', 'setuju', 'usaha', 'kaya', 'gini']",<FreqDist with 13 samples and 15 outcomes>,"['kaya', 'gini', 'negara', 'intinya', 'setuju', 'usaha', 'kaya', 'gini']","['kaya', 'gini', 'negara', 'intinya', 'setuju', 'usaha', 'kaya', 'gini']"
94,negative,gak punya gadget mahal nipu gk jelas argonya sering argo kuda dan gak aman pake konvensional,"['gak', 'punya', 'gadget', 'mahal', 'nipu', 'gk', 'jelas', 'argonya', 'sering', 'argo', 'kuda', 'dan', 'gak', 'aman', 'pake', 'konvensional']",<FreqDist with 15 samples and 16 outcomes>,"['gadget', 'mahal', 'nipu', 'argonya', 'argo', 'kuda', 'aman', 'pake', 'konvensional']","['gadget', 'mahal', 'nipu', 'argonya', 'argo', 'kuda', 'aman', 'pake', 'konvensional']"
95,negative,hidup itu pilihan jangan pasrah dengan keadaan,"['hidup', 'itu', 'pilihan', 'jangan', 'pasrah', 'dengan', 'keadaan']",<FreqDist with 7 samples and 7 outcomes>,"['hidup', 'pilihan', 'pasrah']","['hidup', 'pilihan', 'pasrah']"
96,negative,gawat darurat tetangga menembaki dg sengaja kucing disekitar rumah,"['gawat', 'darurat', 'tetangga', 'menembaki', 'dg', 'sengaja', 'kucing', 'disekitar', 'rumah']",<FreqDist with 9 samples and 9 outcomes>,"['gawat', 'darurat', 'tetangga', 'menembaki', 'sengaja', 'kucing', 'disekitar', 'rumah']","['gawat', 'darurat', 'tetangga', 'menembaki', 'sengaja', 'kucing', 'disekitar', 'rumah']"
97,negative,miris sekali liat keadaan hewan yg di aniaya,"['miris', 'sekali', 'liat', 'keadaan', 'hewan', 'yg', 'di', 'aniaya']",<FreqDist with 8 samples and 8 outcomes>,"['miris', 'liat', 'hewan', 'aniaya']","['miris', 'liat', 'hewan', 'aniaya']"
98,negative,hanya membicarakan permasalahan orang lain memalukan,"['hanya', 'membicarakan', 'permasalahan', 'orang', 'lain', 'memalukan']",<FreqDist with 6 samples and 6 outcomes>,"['membicarakan', 'permasalahan', 'memalukan']","['membicarakan', 'permasalahan', 'memalukan']"
99,negative,dedy sombong nya keteraluan,"['dedy', 'sombong', 'nya', 'keteraluan']",<FreqDist with 4 samples and 4 outcomes>,"['dedy', 'sombong', 'keteraluan']","['dedy', 'sombong', 'keteraluan']"
100,positive,suka banget nonton bisa menambah wawasan bisa belajar cara membicarakan suatu masalah keren tvonenews,"['suka', 'banget', 'nonton', 'bisa', 'menambah', 'wawasan', 'bisa', 'belajar', 'cara', 'membicarakan', 'suatu', 'masalah', 'keren', 'tvonenews']",<FreqDist with 13 samples and 14 outcomes>,"['suka', 'banget', 'nonton', 'menambah', 'wawasan', 'belajar', 'membicarakan', 'keren', 'tvonenews']","['suka', 'banget', 'nonton', 'menambah', 'wawasan', 'belajar', 'membicarakan', 'keren', 'tvonenews']"
101,positive,ngakak mantap dah pokoknya seru,"['ngakak', 'mantap', 'dah', 'pokoknya', 'seru']",<FreqDist with 5 samples and 5 outcomes>,"['ngakak', 'mantap', 'pokoknya', 'seru']","['ngakak', 'mantap', 'pokoknya', 'seru']"
102,positive,rindu ilc indobesia lawyers club di tvone,"['rindu', 'ilc', 'indobesia', 'lawyers', 'club', 'di', 'tvone']",<FreqDist with 7 samples and 7 outcomes>,"['rindu', 'ilc', 'indobesia', 'lawyers', 'club', 'tvone']","['rindu', 'ilc', 'indobesia', 'lawyers', 'club', 'tvone']"
103,positive,indonesia lawyers club merupakan program talkshow paling ditunggu pemirsa tvone yang membahas topik terkini,"['indonesia', 'lawyers', 'club', 'merupakan', 'program', 'talkshow', 'paling', 'ditunggu', 'pemirsa', 'tvone', 'yang', 'membahas', 'topik', 'terkini']",<FreqDist with 14 samples and 14 outcomes>,"['indonesia', 'lawyers', 'club', 'program', 'talkshow', 'ditunggu', 'pemirsa', 'tvone', 'membahas', 'topik', 'terkini']","['indonesia', 'lawyers', 'club', 'program', 'talkshow', 'ditunggu', 'pemirsa', 'tvone', 'membahas', 'topik', 'terkini']"
104,positive,selalu kagum dengan buya syafii maarif ilc tvone,"['selalu', 'kagum', 'dengan', 'buya', 'syafii', 'maarif', 'ilc', 'tvone']",<FreqDist with 8 samples and 8 outcomes>,"['kagum', 'buya', 'syafii', 'maarif', 'ilc', 'tvone']","['kagum', 'buya', 'syafii', 'maarif', 'ilc', 'tvone']"
105,positive,saya punya panglima yang membanggakan ilc tvone,"['saya', 'punya', 'panglima', 'yang', 'membanggakan', 'ilc', 'tvone']",<FreqDist with 7 samples and 7 outcomes>,"['panglima', 'membanggakan', 'ilc', 'tvone']","['panglima', 'membanggakan', 'ilc', 'tvone']"
106,positive,rating indonesia lawyers club tv one langsung melesat,"['rating', 'indonesia', 'lawyers', 'club', 'tv', 'one', 'langsung', 'melesat']",<FreqDist with 8 samples and 8 outcomes>,"['rating', 'indonesia', 'lawyers', 'club', 'tv', 'one', 'melesat']","['rating', 'indonesia', 'lawyers', 'club', 'tv', 'one', 'melesat']"
107,positive,sejuk kalo ilc itu kayak gini obrolannya ilc tvone,"['sejuk', 'kalo', 'ilc', 'itu', 'kayak', 'gini', 'obrolannya', 'ilc', 'tvone']",<FreqDist with 8 samples and 9 outcomes>,"['sejuk', 'ilc', 'gini', 'obrolannya', 'ilc', 'tvone']","['sejuk', 'ilc', 'gini', 'obrolannya', 'ilc', 'tvone']"
108,positive,semuanya nonton tvone indonesia lawyers club yuk,"['semuanya', 'nonton', 'tvone', 'indonesia', 'lawyers', 'club', 'yuk']",<FreqDist with 7 samples and 7 outcomes>,"['nonton', 'tvone', 'indonesia', 'lawyers', 'club']","['nonton', 'tvone', 'indonesia', 'lawyers', 'club']"
109,positive,belajar cara berdebat di bidang hukum,"['belajar', 'cara', 'berdebat', 'di', 'bidang', 'hukum']",<FreqDist with 6 samples and 6 outcomes>,"['belajar', 'berdebat', 'bidang', 'hukum']","['belajar', 'berdebat', 'bidang', 'hukum']"
110,positive,selamat tayang kembali indonesia lawyers club tvone,"['selamat', 'tayang', 'kembali', 'indonesia', 'lawyers', 'club', 'tvone']",<FreqDist with 7 samples and 7 outcomes>,"['selamat', 'tayang', 'indonesia', 'lawyers', 'club', 'tvone']","['selamat', 'tayang', 'indonesia', 'lawyers', 'club', 'tvone']"
111,positive,ini yg bikin adem hati aa gymnastiar,"['ini', 'yg', 'bikin', 'adem', 'hati', 'aa', 'gymnastiar']",<FreqDist with 7 samples and 7 outcomes>,"['adem', 'hati', 'gymnastiar']","['adem', 'hati', 'gymnastiar']"
112,positive,ikhlas itu melepaskan dan mendoakan,"['ikhlas', 'itu', 'melepaskan', 'dan', 'mendoakan']",<FreqDist with 5 samples and 5 outcomes>,"['ikhlas', 'melepaskan', 'mendoakan']","['ikhlas', 'melepaskan', 'mendoakan']"
113,positive,bang cerdas hebat,"['bang', 'cerdas', 'hebat']",<FreqDist with 3 samples and 3 outcomes>,"['bang', 'cerdas', 'hebat']","['bang', 'cerdas', 'hebat']"
114,positive,pak ustadz keren banget,"['pak', 'ustadz', 'keren', 'banget']",<FreqDist with 4 samples and 4 outcomes>,"['ustadz', 'keren', 'banget']","['ustadz', 'keren', 'banget']"
115,positive,saatnya damai bersenandung,"['saatnya', 'damai', 'bersenandung']",<FreqDist with 3 samples and 3 outcomes>,"['damai', 'bersenandung']","['damai', 'bersenandung']"
116,positive,saatnya damai bersenandung dan pemecah belah umat beragama dimusnahkan,"['saatnya', 'damai', 'bersenandung', 'dan', 'pemecah', 'belah', 'umat', 'beragama', 'dimusnahkan']",<FreqDist with 9 samples and 9 outcomes>,"['damai', 'bersenandung', 'pemecah', 'belah', 'umat', 'beragama', 'dimusnahkan']","['damai', 'bersenandung', 'pemecah', 'belah', 'umat', 'beragama', 'dimusnahkan']"
117,positive,semoga makin paham seperti apa sejatinya rupa indonesia,"['semoga', 'makin', 'paham', 'seperti', 'apa', 'sejatinya', 'rupa', 'indonesia']",<FreqDist with 8 samples and 8 outcomes>,"['semoga', 'paham', 'sejatinya', 'indonesia']","['semoga', 'paham', 'sejatinya', 'indonesia']"
118,positive,ilc malam ini adem,"['ilc', 'malam', 'ini', 'adem']",<FreqDist with 4 samples and 4 outcomes>,"['ilc', 'malam', 'adem']","['ilc', 'malam', 'adem']"
119,positive,indahnya ilc malam ini semua pemuka agama saling rangkul dan setuju untuk meninggalkan kasus ahok yang merusak keselarasan bangsa,"['indahnya', 'ilc', 'malam', 'ini', 'semua', 'pemuka', 'agama', 'saling', 'rangkul', 'dan', 'setuju', 'untuk', 'meninggalkan', 'kasus', 'ahok', 'yang', 'merusak', 'keselarasan', 'bangsa']",<FreqDist with 19 samples and 19 outcomes>,"['indahnya', 'ilc', 'malam', 'pemuka', 'agama', 'rangkul', 'setuju', 'meninggalkan', 'ahok', 'merusak', 'keselarasan', 'bangsa']","['indahnya', 'ilc', 'malam', 'pemuka', 'agama', 'rangkul', 'setuju', 'meninggalkan', 'ahok', 'merusak', 'keselarasan', 'bangsa']"
120,positive,setuju banget sama bapak ustad,"['setuju', 'banget', 'sama', 'bapak', 'ustad']",<FreqDist with 5 samples and 5 outcomes>,"['setuju', 'banget', 'ustad']","['setuju', 'banget', 'ustad']"
121,positive,top banget utadz zaitun rasmin,"['top', 'banget', 'utadz', 'zaitun', 'rasmin']",<FreqDist with 5 samples and 5 outcomes>,"['top', 'banget', 'utadz', 'zaitun', 'rasmin']","['top', 'banget', 'utadz', 'zaitun', 'rasmin']"
122,positive,yuk tonton tvone selalu menyajikan berita obyektif,"['yuk', 'tonton', 'tvone', 'selalu', 'menyajikan', 'berita', 'obyektif']",<FreqDist with 7 samples and 7 outcomes>,"['tonton', 'tvone', 'menyajikan', 'berita', 'obyektif']","['tonton', 'tvone', 'menyajikan', 'berita', 'obyektif']"
123,positive,polmart memang bijaksana,"['polmart', 'memang', 'bijaksana']",<FreqDist with 3 samples and 3 outcomes>,"['polmart', 'bijaksana']","['polmart', 'bijaksana']"
124,positive,rakyat mendukung kpk usut tuntas kasus ektp,"['rakyat', 'mendukung', 'kpk', 'usut', 'tuntas', 'kasus', 'ektp']",<FreqDist with 7 samples and 7 outcomes>,"['rakyat', 'mendukung', 'kpk', 'usut', 'tuntas', 'ektp']","['rakyat', 'mendukung', 'kpk', 'usut', 'tuntas', 'ektp']"
125,positive,acara televisi yang sangat saya suka,"['acara', 'televisi', 'yang', 'sangat', 'saya', 'suka']",<FreqDist with 6 samples and 6 outcomes>,"['acara', 'televisi', 'suka']","['acara', 'televisi', 'suka']"
126,positive,ga sabar nunggu,"['ga', 'sabar', 'nunggu']",<FreqDist with 3 samples and 3 outcomes>,"['sabar', 'nunggu']","['sabar', 'nunggu']"
127,positive,semangat dan sehat selalu pak karni penonton setia menunggu ilc tayang kembali,"['semangat', 'dan', 'sehat', 'selalu', 'pak', 'karni', 'penonton', 'setia', 'menunggu', 'ilc', 'tayang', 'kembali']",<FreqDist with 12 samples and 12 outcomes>,"['semangat', 'sehat', 'karni', 'penonton', 'setia', 'menunggu', 'ilc', 'tayang']","['semangat', 'sehat', 'karni', 'penonton', 'setia', 'menunggu', 'ilc', 'tayang']"
128,positive,adem dengerin nasehat dari aa gym semoga sehat slalu dan dalam lindungannya,"['adem', 'dengerin', 'nasehat', 'dari', 'aa', 'gym', 'semoga', 'sehat', 'slalu', 'dan', 'dalam', 'lindungannya']",<FreqDist with 12 samples and 12 outcomes>,"['adem', 'dengerin', 'nasehat', 'gym', 'semoga', 'sehat', 'slalu', 'lindungannya']","['adem', 'dengerin', 'nasehat', 'gym', 'semoga', 'sehat', 'slalu', 'lindungannya']"
129,positive,sangat banyak ilmu yang bisa kita serap di semalam menyejukan,"['sangat', 'banyak', 'ilmu', 'yang', 'bisa', 'kita', 'serap', 'di', 'semalam', 'menyejukan']",<FreqDist with 10 samples and 10 outcomes>,"['ilmu', 'serap', 'semalam', 'menyejukan']","['ilmu', 'serap', 'semalam', 'menyejukan']"
130,positive,bangga kepada,"['bangga', 'kepada']",<FreqDist with 2 samples and 2 outcomes>,['bangga'],['bangga']
131,positive,salut dengan komitmen pak tegas berwibawa inilah jenderal sesungguhnya,"['salut', 'dengan', 'komitmen', 'pak', 'tegas', 'berwibawa', 'inilah', 'jenderal', 'sesungguhnya']",<FreqDist with 9 samples and 9 outcomes>,"['salut', 'komitmen', 'berwibawa', 'jenderal', 'sesungguhnya']","['salut', 'komitmen', 'berwibawa', 'jenderal', 'sesungguhnya']"
132,positive,hormat jendral,"['hormat', 'jendral']",<FreqDist with 2 samples and 2 outcomes>,"['hormat', 'jendral']","['hormat', 'jendral']"
133,positive,aa gym menyejukan mental dan jiwa,"['aa', 'gym', 'menyejukan', 'mental', 'dan', 'jiwa']",<FreqDist with 6 samples and 6 outcomes>,"['gym', 'menyejukan', 'mental', 'jiwa']","['gym', 'menyejukan', 'mental', 'jiwa']"
134,positive,terimakasih buya syafii bangga dg kejernihaannya,"['terimakasih', 'buya', 'syafii', 'bangga', 'dg', 'kejernihaannya']",<FreqDist with 6 samples and 6 outcomes>,"['terimakasih', 'buya', 'syafii', 'bangga', 'kejernihaannya']","['terimakasih', 'buya', 'syafii', 'bangga', 'kejernihaannya']"
135,positive,penjelasan kapolri jelas dan tegas barakallahu mari buka hati,"['penjelasan', 'kapolri', 'jelas', 'dan', 'tegas', 'barakallahu', 'mari', 'buka', 'hati']",<FreqDist with 9 samples and 9 outcomes>,"['penjelasan', 'kapolri', 'barakallahu', 'mari', 'buka', 'hati']","['penjelasan', 'kapolri', 'barakallahu', 'mari', 'buka', 'hati']"
136,positive,jika kita memiliki kasih seharusnya saling memaafkan jika ada org yg sudah mau minta maaf itu baru keren salut,"['jika', 'kita', 'memiliki', 'kasih', 'seharusnya', 'saling', 'memaafkan', 'jika', 'ada', 'org', 'yg', 'sudah', 'mau', 'minta', 'maaf', 'itu', 'baru', 'keren', 'salut']",<FreqDist with 18 samples and 19 outcomes>,"['memiliki', 'kasih', 'memaafkan', 'maaf', 'keren', 'salut']","['memiliki', 'kasih', 'memaafkan', 'maaf', 'keren', 'salut']"
137,positive,ary sampe diketawain krn awalnya kalem diujung keringat dingin matanya merem asli lucu,"['ary', 'sampe', 'diketawain', 'krn', 'awalnya', 'kalem', 'diujung', 'keringat', 'dingin', 'matanya', 'merem', 'asli', 'lucu']",<FreqDist with 13 samples and 13 outcomes>,"['ary', 'sampe', 'diketawain', 'kalem', 'diujung', 'keringat', 'dingin', 'matanya', 'merem', 'asli', 'lucu']","['ary', 'sampe', 'diketawain', 'kalem', 'diujung', 'keringat', 'dingin', 'matanya', 'merem', 'asli', 'lucu']"
138,positive,ahmad dhani ngomong pasti seru ini,"['ahmad', 'dhani', 'ngomong', 'pasti', 'seru', 'ini']",<FreqDist with 6 samples and 6 outcomes>,"['ahmad', 'dhani', 'ngomong', 'seru']","['ahmad', 'dhani', 'ngomong', 'seru']"
139,positive,mendengar pendapat pak hasim muzadi sangat menentramkan keren,"['mendengar', 'pendapat', 'pak', 'hasim', 'muzadi', 'sangat', 'menentramkan', 'keren']",<FreqDist with 8 samples and 8 outcomes>,"['mendengar', 'pendapat', 'hasim', 'muzadi', 'menentramkan', 'keren']","['mendengar', 'pendapat', 'hasim', 'muzadi', 'menentramkan', 'keren']"
140,positive,salut dan hormat utk bang jhonson panjaitan lugas dan masuk akal,"['salut', 'dan', 'hormat', 'utk', 'bang', 'jhonson', 'panjaitan', 'lugas', 'dan', 'masuk', 'akal']",<FreqDist with 10 samples and 11 outcomes>,"['salut', 'hormat', 'bang', 'jhonson', 'panjaitan', 'lugas', 'akal']","['salut', 'hormat', 'bang', 'jhonson', 'panjaitan', 'lugas', 'akal']"
141,positive,kompak dan sama pembelaan antara bnn  polisi,"['kompak', 'dan', 'sama', 'pembelaan', 'antara', 'bnn', 'polisi']",<FreqDist with 7 samples and 7 outcomes>,"['kompak', 'pembelaan', 'bnn', 'polisi']","['kompak', 'pembelaan', 'bnn', 'polisi']"
142,positive,keren kali abang pengacara botak ini,"['keren', 'kali', 'abang', 'pengacara', 'botak', 'ini']",<FreqDist with 6 samples and 6 outcomes>,"['keren', 'abang', 'pengacara', 'botak']","['keren', 'abang', 'pengacara', 'botak']"
143,positive,jokowi ini org betul soleh hendropriyono,"['jokowi', 'ini', 'org', 'betul', 'soleh', 'hendropriyono']",<FreqDist with 6 samples and 6 outcomes>,"['jokowi', 'soleh', 'hendropriyono']","['jokowi', 'soleh', 'hendropriyono']"
144,positive,top  mencerahkan prof,"['top', 'mencerahkan', 'prof']",<FreqDist with 3 samples and 3 outcomes>,"['top', 'mencerahkan', 'prof']","['top', 'mencerahkan', 'prof']"
145,positive,media dukung ahok karena pendapatan iklan dari korporasi juga besar,"['media', 'dukung', 'ahok', 'karena', 'pendapatan', 'iklan', 'dari', 'korporasi', 'juga', 'besar']",<FreqDist with 10 samples and 10 outcomes>,"['media', 'dukung', 'ahok', 'pendapatan', 'iklan', 'korporasi']","['media', 'dukung', 'ahok', 'pendapatan', 'iklan', 'korporasi']"
146,positive,tvonenews keren bikin melek,"['tvonenews', 'keren', 'bikin', 'melek']",<FreqDist with 4 samples and 4 outcomes>,"['tvonenews', 'keren', 'melek']","['tvonenews', 'keren', 'melek']"
147,positive,salut sama pak darmawan salihin,"['salut', 'sama', 'pak', 'darmawan', 'salihin']",<FreqDist with 5 samples and 5 outcomes>,"['salut', 'darmawan', 'salihin']","['salut', 'darmawan', 'salihin']"
148,positive,semga ilc tetap jadi memberikan informasi yang benar,"['semga', 'ilc', 'tetap', 'jadi', 'memberikan', 'informasi', 'yang', 'benar']",<FreqDist with 8 samples and 8 outcomes>,"['semga', 'ilc', 'informasi']","['semga', 'ilc', 'informasi']"
149,positive,acara debat yag hebat keren,"['acara', 'debat', 'yag', 'hebat', 'keren']",<FreqDist with 5 samples and 5 outcomes>,"['acara', 'debat', 'yag', 'hebat', 'keren']","['acara', 'debat', 'yag', 'hebat', 'keren']"
150,negative,yang di tunggu bukan tvshow tapi indonesia lawyers club tvshow tidak cocok dengan karakter siaran tvone,"['yang', 'di', 'tunggu', 'bukan', 'tvshow', 'tapi', 'indonesia', 'lawyers', 'club', 'tvshow', 'tidak', 'cocok', 'dengan', 'karakter', 'siaran', 'tvone']",<FreqDist with 15 samples and 16 outcomes>,"['tunggu', 'tvshow', 'indonesia', 'lawyers', 'club', 'tvshow', 'cocok', 'karakter', 'siaran', 'tvone']","['tunggu', 'tvshow', 'indonesia', 'lawyers', 'club', 'tvshow', 'cocok', 'karakter', 'siaran', 'tvone']"
